,Wikipedia_Movie_ID,Freebase_Movie_ID,Movie_Name,Movie_Release_Date,Movie_Box_Office_Revenue,Movie_Runtime,Movie_Languages,Movie_Countries,Movie_Genres,Quartile
562,1964091,/m/069dl1,Next,2007-04-25,76066841.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",Q5
575,6721185,/m/0gkjmf,Go Fish,1994-02,2408311.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",Q2
576,3917900,/m/0b6qmv,The Contract,2006,5549200.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",Q2
595,22358819,/m/05szq8z,Clash of the Titans,2010-03-26,493214993.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03k9fj"": ""Adventure"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",Q5
599,706803,/m/034f7w,G.I. Jane,1997-08-22,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",Q5
605,20206687,/m/04ygt38,Never a Dull Moment,1950-08-19,1425000.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",Q1
607,1851703,/m/060__7,Snow Falling on Cedars,1999-09-12,23049593.0,125.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/05bh16v"": ""Courtroom Drama""}",Q4
612,3917873,/m/0b6qm3,Chitty Chitty Bang Bang,1968-12-16,7800000.0,144.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04t36"": ""Musical"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",Q3
621,444919,/m/02991z,The Redhead from Wyoming,1953-01-08,1100000.0,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film""}",Q1
623,3670013,/m/09thsq,Harlow,1965-06-23,1000000.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",Q1
625,11599737,/m/02rl3k7,26 Years Diary,2007-01-27,3614835.0,131.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02hwhyv"": ""Korean Language""}","{""/m/03_3d"": ""Japan"", ""/m/06qd3"": ""South Korea""}","{""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Q2
628,1033477,/m/040280,Godsend,2004-04-30,30114487.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama""}",Q4
633,24300269,/m/07s52n0,Track 29,1988-07-12,429028.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama""}",Q1
638,28010827,/m/0c3tkft,Open Season 3,2010,7399925.0,75.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01zhp"": ""Computer Animation"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",Q3
646,1097249,/m/045rsk,Don't Knock the Rock,1956,1200000.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical""}",Q1
650,6973699,/m/0gzfhh,And God Created Woman,1988-03-18,717376.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0jdm8"": ""Remake"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",Q1
657,33096336,/m/0h66h0p,"Jeff, Who Lives at Home",2011-09-14,4269426.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",Q2
673,9104619,/m/027xs8k,Palmy Days,1931,1600000.0,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",Q2
677,24207129,/m/07l50_1,A Single Man,2009-09-11,24964890.0,101.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",Q4
696,4572965,/m/0c9jj9,Hostel 2,2007-06-07,35619521.0,94.0,"{""/m/01wgr"": ""Czech Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06zvx"": ""Slovak Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",Q4
739,5884079,/m/0fbrd7,Bangkok Dangerous,2008-08-22,82486154.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/0c_v2"": ""Thai Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",Q5
771,399402,/m/023p33,Cinderella,1950-02-15,85000000.0,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/04t36"": ""Musical"", ""/m/0hcr"": ""Animation""}",Q5
776,22224559,/m/07ykkx5,The Last Song,2010-03-31,89041656.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",Q5
794,22342112,/m/05t022w,Petersen,1974-10-25,1363000.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia""}","{""/m/07s9rl0"": ""Drama""}",Q1
796,4836072,/m/0cq7kw,My Fair Lady,1964-10-21,72000000.0,172.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvh5"": ""Costume drama"", ""/m/0520lz"": ""Roadshow theatrical release"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",Q5
797,2121431,/m/06nmwj,The House of Yes,1997-10-10,626057.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/0219x_"": ""Indie"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/0vgkd"": ""Black comedy""}",Q1
822,736262,/m/036z4q,The Sure Thing,1985-03-01,18135531.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/04228s"": ""Road movie"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",Q3
824,4360088,/m/0bz3jx,"Paris, je t'aime",2006-05-18,17471727.0,110.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/03q4nz"": ""World cinema"", ""/m/01tz3c"": ""Anthology"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s2s"": ""Time travel""}",Q3
839,5240350,/m/0d9j9b,Big Bad Mama,1974-09-19,4000000.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller""}",Q2
846,32066330,/m/0gw_pc6,Overheard 2,2011-08-18,159000000.0,121.0,"{""/m/012w70"": ""Cantonese"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01jfsb"": ""Thriller""}",Q5
848,18195326,/m/04cth_t,Life is Cool,2008-06-12,28100.0,95.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/02l7c8"": ""Romance Film""}",Q1
864,12095072,/m/02vpp9c,House of Cards,1993,322871.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",Q1
890,27383563,/m/0by1wkq,Looper,2012-09-28,136513833.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",Q5
920,5565338,/m/0dstt0,Stroker Ace,1983-07-01,13000000.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/06qm3"": ""Screwball comedy"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0ltv"": ""Auto racing""}",Q3
927,6244632,/m/0fymw0,Crossover,2006-09-01,7009668.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/01j1n2"": ""Coming of age"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/02b5_l"": ""Teen""}",Q3
941,1231856,/m/04kkxx,For Love of the Game,1999-09-17,46112640.0,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Q4
960,1612686,/m/05gmn3,Halloween Resurrection,2002-07-12,37664855.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",Q4
967,31707381,/m/09kjprg,The Way to the Gold,1957,2900000.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",Q2
977,5080311,/m/0d1t91,The Badlanders,1958-09-03,2105000.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hfjk"": ""Western"", ""/m/02kdv5l"": ""Action"", ""/m/04btyz"": ""Heist""}",Q2
985,8948959,/m/027qvhg,The Beast of the City,1932,408000.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/087lqx"": ""Pre-Code"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir""}",Q1
1011,8610844,/m/0279xlz,Three Violent People,1956-12,1200000.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece""}",Q1
1012,2028217,/m/06g77c,Inland Empire,2006-12-06,4028293.0,197.0,"{""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/05qhw"": ""Poland"", ""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0424mc"": ""Experimental film"", ""/m/073_6"": ""Surrealism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0k345"": ""Avant-garde""}",Q2
1053,1157158,/m/04c13q,Death to Smoochy,2002-03-29,8382938.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0gf28"": ""Parody"", ""/m/0vgkd"": ""Black comedy"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy""}",Q3
1060,16647548,/m/03yjhrd,Fixed Bayonets!,1951,1450000.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/082gq"": ""War film""}",Q1
1067,3028248,/m/08ll9g,Chances Are,1989-03-10,16278590.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/03rzvv"": ""Romantic fantasy"", ""/m/02djzlc"": ""Religious Film""}",Q3
1077,4501185,/m/0c5skt,Universal Soldier: The Return,1999-07-06,10937893.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/02kdv5l"": ""Action""}",Q3
1095,5877719,/m/0fbct3,3 Strikes,2000-03-03,9832166.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/06qm3"": ""Screwball comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/02kdv5l"": ""Action""}",Q3
1104,3059075,/m/08ns88,Brain Donors,1992-04-17,918239.0,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01hwc6"": ""Absurdism"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",Q1
1105,142274,/m/011xrr,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984-08-15,6227998.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",Q3
1125,26149260,/m/0ccbhm0,Dylan Dog: Dead of Night,2010-10-26,6734962.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",Q3
1133,1871167,/m/062mn_,Welcome to Mooseport,2004-02-20,14000000.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0cshrf"": ""Political cinema"", ""/m/02l7c8"": ""Romance Film"", ""/m/09n5t_"": ""Americana"", ""/m/01z4y"": ""Comedy""}",Q3
1135,18487239,/m/04f2rzb,Vice Versa,1988-03-11,13664060.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02b5_l"": ""Teen""}",Q3
1138,1217079,/m/04j4tx,The Killing Fields,1984,34700291.0,142.0,"{""/m/064_8sq"": ""French Language"", ""/m/01lqm"": ""Khmer language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/082gq"": ""War film""}",Q4
1142,10088120,/m/02q1dbt,The Seven Little Foys,1955,4000000.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/0hqxf"": ""Family Film""}",Q2
1147,1472852,/m/0547w5,Down and Out in Beverly Hills,1986-01-31,91411255.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0vgkd"": ""Black comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/0jdm8"": ""Remake"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",Q5
1159,6846215,/m/0gs973,Inkheart,2008-12-11,62450361.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",Q5
1171,13194784,/m/03byg0t,Gung Ho!,1943,2176489.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3mz0"": ""Combat Films"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",Q2
1191,12180811,/m/02vt7xf,Fire with Fire,1986-05-09,4636000.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",Q2
1205,5566878,/m/0dsxdc,Tortilla Soup,2001-08-24,4574762.0,103.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/0clz1b"": ""Slice of life story"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",Q2
1228,5876575,/m/0fb9lq,K2,1992,3043000.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",Q2
1239,1480748,/m/054vqy,House Party 3,1994-01-24,19281235.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",Q4
1242,2023704,/m/06fwns,The Bone Collector,1999-08-29,151493655.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",Q5
1252,1480747,/m/054vql,House Party 2,1991-10-23,19438638.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",Q4
1253,683122,/m/04j1zjw,Bambi,1942-08-08,267447150.0,69.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film""}",Q5
1274,9457642,/m/0289n83,Man Trouble,1992,4096030.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",Q2
1302,26723356,/m/0bmctfz,Tension at Table Rock,1956,1400000.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama""}",Q1
1318,7351283,/m/0kv5ll,King Richard and the Crusaders,1954-08-07,2100000.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/0hj3m_6"": ""Costume Adventure"", ""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/03g3w"": ""History"", ""/m/02l7c8"": ""Romance Film""}",Q2
1327,8219325,/m/026wlxw,Get Smart,2008-06-19,230685453.0,110.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gf28"": ""Parody"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",Q5
1328,62688,/m/0gy4k,Foreign Correspondent,1940,1598435.0,119.0,"{""/m/02bv9"": ""Dutch Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02qfv5d"": ""Political thriller"", ""/m/0bkbm"": ""Spy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/082gq"": ""War film""}",Q2
